slice_id,patient_id,baseline_method,clean_x,clean_y,N_5_x,N_5_y,S_5_x,S_5_y,E_5_x,E_5_y,W_5_x,W_5_y,N_10_x,N_10_y,S_10_x,S_10_y,E_10_x,E_10_y,W_10_x,W_10_y
img0006_slice_092,img0006,CoM,181,228,181.0,223.0,181.0,233.0,186.0,228.0,176.0,228.0,,,181.0,238.0,191.0,228.0,171.0,228.0
img0006_slice_093,img0006,CoM,180,227,180.0,222.0,180.0,232.0,185.0,227.0,175.0,227.0,180.0,217.0,180.0,237.0,,,170.0,227.0
img0006_slice_094,img0006,CoM,178,227,178.0,222.0,178.0,232.0,183.0,227.0,173.0,227.0,178.0,217.0,178.0,237.0,188.0,227.0,168.0,227.0
img0006_slice_095,img0006,CoM,178,226,178.0,221.0,178.0,231.0,183.0,226.0,173.0,226.0,,,178.0,236.0,188.0,226.0,168.0,226.0
img0006_slice_096,img0006,CoM,178,225,178.0,220.0,178.0,230.0,183.0,225.0,173.0,225.0,,,178.0,235.0,,,168.0,225.0
img0006_slice_097,img0006,CoM,178,224,178.0,219.0,178.0,229.0,183.0,224.0,173.0,224.0,,,178.0,234.0,,,168.0,224.0
img0006_slice_098,img0006,CoM,177,226,177.0,221.0,177.0,231.0,182.0,226.0,172.0,226.0,177.0,216.0,177.0,236.0,,,167.0,226.0
img0006_slice_099,img0006,CoM,176,229,176.0,224.0,176.0,234.0,181.0,229.0,171.0,229.0,176.0,219.0,176.0,239.0,186.0,229.0,166.0,229.0
img0006_slice_100,img0006,CoM,176,231,176.0,226.0,176.0,236.0,181.0,231.0,171.0,231.0,176.0,221.0,176.0,241.0,186.0,231.0,166.0,231.0
img0006_slice_101,img0006,CoM,176,233,176.0,228.0,176.0,238.0,181.0,233.0,171.0,233.0,176.0,223.0,176.0,243.0,,,166.0,233.0
img0006_slice_102,img0006,CoM,175,236,175.0,231.0,175.0,241.0,180.0,236.0,170.0,236.0,,,,,,,165.0,236.0
img0006_slice_103,img0006,CoM,175,237,175.0,232.0,175.0,242.0,180.0,237.0,170.0,237.0,,,175.0,247.0,185.0,237.0,165.0,237.0
img0006_slice_104,img0006,CoM,175,235,175.0,230.0,175.0,240.0,180.0,235.0,170.0,235.0,,,175.0,245.0,185.0,235.0,165.0,235.0
img0006_slice_105,img0006,CoM,175,235,175.0,230.0,175.0,240.0,180.0,235.0,170.0,235.0,175.0,225.0,175.0,245.0,185.0,235.0,165.0,235.0
img0006_slice_106,img0006,CoM,175,240,175.0,235.0,175.0,245.0,180.0,240.0,170.0,240.0,175.0,230.0,175.0,250.0,185.0,240.0,165.0,240.0
img0006_slice_107,img0006,CoM,176,241,176.0,236.0,176.0,246.0,181.0,241.0,171.0,241.0,176.0,231.0,176.0,251.0,186.0,241.0,166.0,241.0
img0006_slice_108,img0006,CoM,176,244,176.0,239.0,176.0,249.0,181.0,244.0,171.0,244.0,176.0,234.0,,,186.0,244.0,166.0,244.0
img0006_slice_109,img0006,CoM,177,247,177.0,242.0,177.0,252.0,182.0,247.0,172.0,247.0,177.0,237.0,177.0,257.0,187.0,247.0,167.0,247.0
img0006_slice_110,img0006,Distance_Transform,167,155,167.0,150.0,167.0,160.0,172.0,155.0,162.0,155.0,167.0,145.0,167.0,165.0,177.0,155.0,157.0,155.0
img0006_slice_111,img0006,CoM,177,250,177.0,245.0,177.0,255.0,182.0,250.0,172.0,250.0,177.0,240.0,177.0,260.0,187.0,250.0,167.0,250.0
img0006_slice_112,img0006,CoM,178,252,178.0,247.0,178.0,257.0,183.0,252.0,173.0,252.0,178.0,242.0,,,188.0,252.0,168.0,252.0
img0006_slice_113,img0006,CoM,176,250,176.0,245.0,176.0,255.0,181.0,250.0,171.0,250.0,176.0,240.0,,,186.0,250.0,,
img0006_slice_114,img0006,Distance_Transform,173,160,173.0,155.0,173.0,165.0,178.0,160.0,168.0,160.0,173.0,150.0,173.0,170.0,183.0,160.0,163.0,160.0
img0006_slice_115,img0006,Distance_Transform,173,160,173.0,155.0,173.0,165.0,178.0,160.0,168.0,160.0,173.0,150.0,173.0,170.0,183.0,160.0,163.0,160.0
img0006_slice_116,img0006,CoM,173,250,173.0,245.0,,,178.0,250.0,168.0,250.0,173.0,240.0,173.0,260.0,183.0,250.0,163.0,250.0
img0006_slice_117,img0006,CoM,173,246,173.0,241.0,173.0,251.0,178.0,246.0,168.0,246.0,173.0,236.0,,,183.0,246.0,163.0,246.0
img0006_slice_118,img0006,CoM,174,241,174.0,236.0,174.0,246.0,179.0,241.0,169.0,241.0,174.0,231.0,174.0,251.0,184.0,241.0,164.0,241.0
img0006_slice_119,img0006,CoM,175,233,175.0,228.0,175.0,238.0,180.0,233.0,170.0,233.0,175.0,223.0,175.0,243.0,185.0,233.0,165.0,233.0
img0006_slice_120,img0006,Distance_Transform,176,153,176.0,148.0,176.0,158.0,181.0,153.0,171.0,153.0,176.0,143.0,176.0,163.0,186.0,153.0,166.0,153.0
img0006_slice_121,img0006,Distance_Transform,173,151,173.0,146.0,173.0,156.0,178.0,151.0,168.0,151.0,173.0,141.0,173.0,161.0,183.0,151.0,163.0,151.0
img0006_slice_122,img0006,Distance_Transform,174,150,174.0,145.0,174.0,155.0,179.0,150.0,169.0,150.0,174.0,140.0,174.0,160.0,184.0,150.0,164.0,150.0
img0006_slice_123,img0006,Distance_Transform,171,146,171.0,141.0,171.0,151.0,176.0,146.0,166.0,146.0,171.0,136.0,171.0,156.0,181.0,146.0,161.0,146.0
img0006_slice_124,img0006,CoM,153,238,153.0,233.0,153.0,243.0,158.0,238.0,148.0,238.0,153.0,228.0,153.0,248.0,163.0,238.0,,
img0006_slice_125,img0006,CoM,145,266,,,145.0,271.0,150.0,266.0,,,,,145.0,276.0,,,,
img0006_slice_126,img0006,CoM,144,264,,,144.0,269.0,,,,,,,144.0,274.0,,,,
img0006_slice_127,img0006,CoM,142,266,,,142.0,271.0,,,,,,,142.0,276.0,,,,
img0006_slice_128,img0006,CoM,141,270,141.0,265.0,141.0,275.0,,,,,,,141.0,280.0,,,,
img0006_slice_129,img0006,CoM,139,271,,,139.0,276.0,144.0,271.0,,,,,,,,,,
img0006_slice_130,img0006,CoM,140,270,,,140.0,275.0,145.0,270.0,,,,,,,,,,
img0012_slice_041,img0012,CoM,271,229,271.0,224.0,271.0,234.0,276.0,229.0,266.0,229.0,271.0,219.0,271.0,239.0,281.0,229.0,261.0,229.0
img0012_slice_042,img0012,CoM,272,230,272.0,225.0,272.0,235.0,277.0,230.0,267.0,230.0,272.0,220.0,272.0,240.0,282.0,230.0,262.0,230.0
img0012_slice_043,img0012,CoM,273,228,273.0,223.0,273.0,233.0,278.0,228.0,268.0,228.0,273.0,218.0,273.0,238.0,283.0,228.0,263.0,228.0
img0012_slice_044,img0012,CoM,273,227,273.0,222.0,273.0,232.0,278.0,227.0,268.0,227.0,273.0,217.0,273.0,237.0,283.0,227.0,263.0,227.0
img0012_slice_045,img0012,CoM,274,238,274.0,233.0,,,279.0,238.0,269.0,238.0,274.0,228.0,274.0,248.0,,,264.0,238.0
img0012_slice_046,img0012,CoM,274,237,274.0,232.0,,,279.0,237.0,269.0,237.0,274.0,227.0,274.0,247.0,,,,
img0012_slice_047,img0012,CoM,274,237,274.0,232.0,,,279.0,237.0,269.0,237.0,274.0,227.0,274.0,247.0,,,,
img0012_slice_048,img0012,CoM,277,251,277.0,246.0,277.0,256.0,282.0,251.0,272.0,251.0,,,277.0,261.0,287.0,251.0,267.0,251.0
img0012_slice_049,img0012,Distance_Transform,279,350,279.0,345.0,279.0,355.0,284.0,350.0,274.0,350.0,279.0,340.0,279.0,360.0,289.0,350.0,269.0,350.0
img0012_slice_050,img0012,CoM,277,218,277.0,213.0,277.0,223.0,282.0,218.0,272.0,218.0,277.0,208.0,277.0,228.0,,,267.0,218.0
img0012_slice_051,img0012,CoM,276,212,276.0,207.0,276.0,217.0,281.0,212.0,271.0,212.0,,,276.0,222.0,,,266.0,212.0
img0012_slice_052,img0012,CoM,275,213,275.0,208.0,275.0,218.0,280.0,213.0,270.0,213.0,,,275.0,223.0,,,265.0,213.0
img0012_slice_053,img0012,CoM,274,206,,,274.0,211.0,,,269.0,206.0,,,274.0,216.0,,,264.0,206.0
img0012_slice_054,img0012,Distance_Transform,295,92,295.0,87.0,295.0,97.0,300.0,92.0,290.0,92.0,295.0,82.0,295.0,102.0,305.0,92.0,285.0,92.0
img0012_slice_055,img0012,Distance_Transform,299,97,299.0,92.0,299.0,102.0,304.0,97.0,294.0,97.0,299.0,87.0,299.0,107.0,309.0,97.0,289.0,97.0
img0012_slice_056,img0012,Distance_Transform,301,101,301.0,96.0,301.0,106.0,306.0,101.0,296.0,101.0,301.0,91.0,301.0,111.0,311.0,101.0,291.0,101.0
img0012_slice_057,img0012,Distance_Transform,306,104,306.0,99.0,306.0,109.0,311.0,104.0,301.0,104.0,306.0,94.0,306.0,114.0,316.0,104.0,296.0,104.0
img0012_slice_058,img0012,Distance_Transform,302,105,302.0,100.0,302.0,110.0,307.0,105.0,297.0,105.0,302.0,95.0,302.0,115.0,312.0,105.0,292.0,105.0
img0012_slice_059,img0012,CoM,275,212,275.0,207.0,275.0,217.0,280.0,212.0,270.0,212.0,,,275.0,222.0,,,265.0,212.0
img0012_slice_060,img0012,CoM,274,217,274.0,212.0,274.0,222.0,279.0,217.0,269.0,217.0,274.0,207.0,,,284.0,217.0,264.0,217.0
img0012_slice_061,img0012,CoM,280,219,280.0,214.0,280.0,224.0,285.0,219.0,275.0,219.0,280.0,209.0,,,,,270.0,219.0
img0012_slice_062,img0012,CoM,288,220,288.0,215.0,,,,,283.0,220.0,288.0,210.0,,,298.0,220.0,278.0,220.0
img0012_slice_063,img0012,Distance_Transform,300,118,300.0,113.0,300.0,123.0,305.0,118.0,295.0,118.0,300.0,108.0,300.0,128.0,310.0,118.0,290.0,118.0
img0012_slice_064,img0012,Distance_Transform,298,119,298.0,114.0,298.0,124.0,303.0,119.0,293.0,119.0,298.0,109.0,298.0,129.0,308.0,119.0,288.0,119.0
img0012_slice_065,img0012,Distance_Transform,295,119,295.0,114.0,295.0,124.0,300.0,119.0,290.0,119.0,295.0,109.0,295.0,129.0,305.0,119.0,285.0,119.0
img0012_slice_066,img0012,CoM,304,228,304.0,223.0,304.0,233.0,309.0,228.0,299.0,228.0,304.0,218.0,304.0,238.0,314.0,228.0,,
img0012_slice_067,img0012,CoM,307,224,307.0,219.0,307.0,229.0,312.0,224.0,302.0,224.0,307.0,214.0,,,317.0,224.0,297.0,224.0
img0012_slice_068,img0012,CoM,309,225,309.0,220.0,,,,,304.0,225.0,309.0,215.0,,,,,299.0,225.0
img0012_slice_069,img0012,Distance_Transform,264,119,264.0,114.0,264.0,124.0,269.0,119.0,259.0,119.0,264.0,109.0,264.0,129.0,274.0,119.0,254.0,119.0
img0012_slice_070,img0012,CoM,307,225,307.0,220.0,307.0,230.0,312.0,225.0,302.0,225.0,307.0,215.0,307.0,235.0,317.0,225.0,297.0,225.0
img0012_slice_071,img0012,CoM,306,227,306.0,222.0,306.0,232.0,311.0,227.0,301.0,227.0,306.0,217.0,306.0,237.0,316.0,227.0,296.0,227.0
img0012_slice_072,img0012,CoM,306,228,306.0,223.0,306.0,233.0,311.0,228.0,301.0,228.0,306.0,218.0,306.0,238.0,316.0,228.0,296.0,228.0
img0012_slice_073,img0012,CoM,307,227,307.0,222.0,307.0,232.0,312.0,227.0,302.0,227.0,307.0,217.0,307.0,237.0,317.0,227.0,297.0,227.0
img0012_slice_074,img0012,CoM,308,228,308.0,223.0,308.0,233.0,313.0,228.0,303.0,228.0,308.0,218.0,308.0,238.0,,,298.0,228.0
img0012_slice_075,img0012,CoM,310,228,310.0,223.0,310.0,233.0,315.0,228.0,305.0,228.0,310.0,218.0,310.0,238.0,320.0,228.0,300.0,228.0
img0012_slice_076,img0012,CoM,313,231,313.0,226.0,,,,,308.0,231.0,313.0,221.0,,,323.0,231.0,303.0,231.0
img0012_slice_077,img0012,Distance_Transform,318,158,318.0,153.0,318.0,163.0,323.0,158.0,313.0,158.0,318.0,148.0,318.0,168.0,328.0,158.0,308.0,158.0
img0012_slice_078,img0012,CoM,319,235,319.0,230.0,319.0,240.0,324.0,235.0,314.0,235.0,319.0,225.0,319.0,245.0,329.0,235.0,309.0,235.0
img0012_slice_079,img0012,CoM,325,234,325.0,229.0,325.0,239.0,330.0,234.0,320.0,234.0,325.0,224.0,325.0,244.0,335.0,234.0,315.0,234.0
img0012_slice_080,img0012,CoM,325,233,325.0,228.0,325.0,238.0,330.0,233.0,320.0,233.0,325.0,223.0,325.0,243.0,335.0,233.0,315.0,233.0
img0012_slice_081,img0012,CoM,330,242,330.0,237.0,330.0,247.0,335.0,242.0,325.0,242.0,330.0,232.0,330.0,252.0,340.0,242.0,320.0,242.0
img0012_slice_082,img0012,CoM,347,228,347.0,223.0,347.0,233.0,352.0,228.0,342.0,228.0,347.0,218.0,347.0,238.0,357.0,228.0,,
img0012_slice_083,img0012,Distance_Transform,310,193,310.0,188.0,310.0,198.0,315.0,193.0,305.0,193.0,310.0,183.0,310.0,203.0,320.0,193.0,300.0,193.0
img0012_slice_084,img0012,Distance_Transform,310,200,310.0,195.0,310.0,205.0,315.0,200.0,305.0,200.0,310.0,190.0,310.0,210.0,320.0,200.0,300.0,200.0
img0012_slice_085,img0012,Distance_Transform,311,200,311.0,195.0,311.0,205.0,316.0,200.0,306.0,200.0,311.0,190.0,311.0,210.0,321.0,200.0,301.0,200.0
img0012_slice_086,img0012,Distance_Transform,247,249,247.0,244.0,247.0,254.0,252.0,249.0,242.0,249.0,247.0,239.0,247.0,259.0,257.0,249.0,237.0,249.0
img0012_slice_087,img0012,Distance_Transform,247,250,247.0,245.0,247.0,255.0,252.0,250.0,242.0,250.0,247.0,240.0,247.0,260.0,257.0,250.0,237.0,250.0
img0012_slice_088,img0012,CoM,276,235,,,276.0,240.0,281.0,235.0,,,,,276.0,245.0,,,,
img0016_slice_045,img0016,CoM,278,226,278.0,221.0,278.0,231.0,283.0,226.0,273.0,226.0,278.0,216.0,278.0,236.0,288.0,226.0,268.0,226.0
img0016_slice_046,img0016,CoM,283,241,283.0,236.0,283.0,246.0,,,278.0,241.0,283.0,231.0,283.0,251.0,,,273.0,241.0
img0016_slice_047,img0016,CoM,284,241,284.0,236.0,284.0,246.0,,,279.0,241.0,284.0,231.0,284.0,251.0,,,,
img0016_slice_048,img0016,CoM,275,215,,,275.0,220.0,280.0,215.0,270.0,215.0,,,275.0,225.0,285.0,215.0,,
img0016_slice_049,img0016,Distance_Transform,253,156,253.0,151.0,253.0,161.0,258.0,156.0,248.0,156.0,253.0,146.0,253.0,166.0,263.0,156.0,243.0,156.0
img0016_slice_050,img0016,Distance_Transform,252,155,252.0,150.0,252.0,160.0,257.0,155.0,247.0,155.0,252.0,145.0,252.0,165.0,262.0,155.0,242.0,155.0
img0016_slice_051,img0016,Distance_Transform,243,151,243.0,146.0,243.0,156.0,248.0,151.0,238.0,151.0,243.0,141.0,243.0,161.0,253.0,151.0,233.0,151.0
img0016_slice_052,img0016,Distance_Transform,240,152,240.0,147.0,240.0,157.0,245.0,152.0,235.0,152.0,240.0,142.0,240.0,162.0,250.0,152.0,230.0,152.0
img0016_slice_053,img0016,Distance_Transform,236,151,236.0,146.0,236.0,156.0,241.0,151.0,231.0,151.0,236.0,141.0,236.0,161.0,246.0,151.0,226.0,151.0
img0016_slice_054,img0016,Distance_Transform,235,371,235.0,366.0,235.0,376.0,240.0,371.0,230.0,371.0,235.0,361.0,235.0,381.0,245.0,371.0,225.0,371.0
img0016_slice_055,img0016,Distance_Transform,217,367,217.0,362.0,217.0,372.0,222.0,367.0,212.0,367.0,217.0,357.0,217.0,377.0,227.0,367.0,207.0,367.0
img0016_slice_056,img0016,Distance_Transform,216,136,216.0,131.0,216.0,141.0,221.0,136.0,211.0,136.0,216.0,126.0,216.0,146.0,226.0,136.0,206.0,136.0
img0016_slice_057,img0016,Distance_Transform,219,134,219.0,129.0,219.0,139.0,224.0,134.0,214.0,134.0,219.0,124.0,219.0,144.0,229.0,134.0,209.0,134.0
img0016_slice_058,img0016,Distance_Transform,358,263,358.0,258.0,358.0,268.0,363.0,263.0,353.0,263.0,358.0,253.0,358.0,273.0,368.0,263.0,348.0,263.0
img0016_slice_059,img0016,Distance_Transform,358,269,358.0,264.0,358.0,274.0,363.0,269.0,353.0,269.0,358.0,259.0,358.0,279.0,368.0,269.0,348.0,269.0
img0016_slice_060,img0016,Distance_Transform,359,279,359.0,274.0,359.0,284.0,364.0,279.0,354.0,279.0,359.0,269.0,359.0,289.0,369.0,279.0,349.0,279.0
img0016_slice_061,img0016,Distance_Transform,359,276,359.0,271.0,359.0,281.0,364.0,276.0,354.0,276.0,359.0,266.0,359.0,286.0,369.0,276.0,349.0,276.0
img0016_slice_062,img0016,Distance_Transform,361,273,361.0,268.0,361.0,278.0,366.0,273.0,356.0,273.0,361.0,263.0,361.0,283.0,371.0,273.0,351.0,273.0
img0016_slice_063,img0016,CoM,282,233,282.0,228.0,282.0,238.0,287.0,233.0,277.0,233.0,282.0,223.0,282.0,243.0,292.0,233.0,272.0,233.0
img0016_slice_064,img0016,CoM,282,222,,,282.0,227.0,287.0,222.0,277.0,222.0,,,282.0,232.0,292.0,222.0,272.0,222.0
img0016_slice_065,img0016,Distance_Transform,263,131,263.0,126.0,263.0,136.0,268.0,131.0,258.0,131.0,263.0,121.0,263.0,141.0,273.0,131.0,253.0,131.0
img0016_slice_066,img0016,Distance_Transform,262,135,262.0,130.0,262.0,140.0,267.0,135.0,257.0,135.0,262.0,125.0,262.0,145.0,272.0,135.0,252.0,135.0
img0016_slice_067,img0016,CoM,284,228,284.0,223.0,284.0,233.0,,,279.0,228.0,,,284.0,238.0,,,274.0,228.0
img0016_slice_068,img0016,CoM,282,235,282.0,230.0,282.0,240.0,,,277.0,235.0,282.0,225.0,282.0,245.0,,,272.0,235.0
img0016_slice_069,img0016,CoM,282,233,282.0,228.0,282.0,238.0,287.0,233.0,277.0,233.0,282.0,223.0,282.0,243.0,,,272.0,233.0
img0016_slice_070,img0016,CoM,283,232,283.0,227.0,283.0,237.0,288.0,232.0,278.0,232.0,283.0,222.0,283.0,242.0,293.0,232.0,273.0,232.0
img0016_slice_071,img0016,CoM,285,232,285.0,227.0,285.0,237.0,290.0,232.0,280.0,232.0,285.0,222.0,285.0,242.0,295.0,232.0,275.0,232.0
img0016_slice_072,img0016,CoM,287,234,287.0,229.0,,,292.0,234.0,282.0,234.0,287.0,224.0,287.0,244.0,297.0,234.0,277.0,234.0
img0016_slice_073,img0016,CoM,287,239,287.0,234.0,287.0,244.0,292.0,239.0,282.0,239.0,287.0,229.0,287.0,249.0,297.0,239.0,277.0,239.0
img0016_slice_074,img0016,CoM,289,237,289.0,232.0,289.0,242.0,294.0,237.0,284.0,237.0,289.0,227.0,289.0,247.0,299.0,237.0,279.0,237.0
img0016_slice_075,img0016,CoM,290,238,290.0,233.0,290.0,243.0,295.0,238.0,285.0,238.0,290.0,228.0,290.0,248.0,300.0,238.0,280.0,238.0
img0016_slice_076,img0016,CoM,290,241,290.0,236.0,290.0,246.0,295.0,241.0,285.0,241.0,290.0,231.0,290.0,251.0,300.0,241.0,280.0,241.0
img0016_slice_077,img0016,CoM,291,244,291.0,239.0,291.0,249.0,296.0,244.0,286.0,244.0,291.0,234.0,291.0,254.0,301.0,244.0,281.0,244.0
img0016_slice_078,img0016,CoM,295,243,295.0,238.0,295.0,248.0,300.0,243.0,290.0,243.0,295.0,233.0,295.0,253.0,,,285.0,243.0
img0016_slice_079,img0016,CoM,298,243,298.0,238.0,298.0,248.0,,,293.0,243.0,298.0,233.0,298.0,253.0,308.0,243.0,288.0,243.0
img0016_slice_080,img0016,CoM,302,242,302.0,237.0,302.0,247.0,307.0,242.0,297.0,242.0,302.0,232.0,302.0,252.0,312.0,242.0,292.0,242.0
img0016_slice_081,img0016,CoM,307,241,307.0,236.0,307.0,246.0,312.0,241.0,302.0,241.0,307.0,231.0,307.0,251.0,317.0,241.0,297.0,241.0
img0016_slice_082,img0016,CoM,313,233,313.0,228.0,313.0,238.0,318.0,233.0,308.0,233.0,313.0,223.0,313.0,243.0,323.0,233.0,303.0,233.0
img0016_slice_083,img0016,CoM,316,218,316.0,213.0,316.0,223.0,321.0,218.0,311.0,218.0,316.0,208.0,316.0,228.0,326.0,218.0,306.0,218.0
img0016_slice_084,img0016,CoM,318,209,318.0,204.0,318.0,214.0,323.0,209.0,313.0,209.0,318.0,199.0,318.0,219.0,328.0,209.0,308.0,209.0
img0016_slice_085,img0016,CoM,323,230,323.0,225.0,323.0,235.0,328.0,230.0,318.0,230.0,323.0,220.0,323.0,240.0,333.0,230.0,313.0,230.0
img0016_slice_086,img0016,CoM,284,252,284.0,247.0,284.0,257.0,289.0,252.0,279.0,252.0,284.0,242.0,,,294.0,252.0,,
img0016_slice_087,img0016,CoM,254,276,254.0,271.0,254.0,281.0,259.0,276.0,249.0,276.0,254.0,266.0,254.0,286.0,,,244.0,276.0
img0016_slice_088,img0016,CoM,255,275,255.0,270.0,255.0,280.0,,,250.0,275.0,255.0,265.0,,,,,245.0,275.0
img0016_slice_089,img0016,CoM,250,280,250.0,275.0,,,,,245.0,280.0,250.0,270.0,,,,,240.0,280.0
img0016_slice_090,img0016,Distance_Transform,227,306,227.0,301.0,227.0,311.0,232.0,306.0,222.0,306.0,227.0,296.0,227.0,316.0,237.0,306.0,217.0,306.0
img0016_slice_091,img0016,Distance_Transform,225,307,225.0,302.0,225.0,312.0,230.0,307.0,220.0,307.0,225.0,297.0,225.0,317.0,235.0,307.0,215.0,307.0
img0016_slice_092,img0016,Distance_Transform,224,308,224.0,303.0,224.0,313.0,229.0,308.0,219.0,308.0,224.0,298.0,224.0,318.0,234.0,308.0,214.0,308.0
img0016_slice_093,img0016,Distance_Transform,221,309,221.0,304.0,221.0,314.0,226.0,309.0,216.0,309.0,221.0,299.0,221.0,319.0,231.0,309.0,211.0,309.0
img0016_slice_094,img0016,Distance_Transform,219,310,219.0,305.0,219.0,315.0,224.0,310.0,214.0,310.0,219.0,300.0,219.0,320.0,229.0,310.0,209.0,310.0
img0016_slice_095,img0016,Distance_Transform,217,311,217.0,306.0,217.0,316.0,222.0,311.0,212.0,311.0,217.0,301.0,217.0,321.0,227.0,311.0,207.0,311.0
img0016_slice_096,img0016,Distance_Transform,310,283,310.0,278.0,310.0,288.0,315.0,283.0,305.0,283.0,310.0,273.0,310.0,293.0,320.0,283.0,300.0,283.0
img0016_slice_097,img0016,Distance_Transform,309,282,309.0,277.0,309.0,287.0,314.0,282.0,304.0,282.0,309.0,272.0,309.0,292.0,319.0,282.0,299.0,282.0
img0016_slice_098,img0016,Distance_Transform,298,275,298.0,270.0,298.0,280.0,303.0,275.0,293.0,275.0,298.0,265.0,298.0,285.0,308.0,275.0,288.0,275.0
img0016_slice_099,img0016,Distance_Transform,296,268,296.0,263.0,296.0,273.0,301.0,268.0,291.0,268.0,296.0,258.0,296.0,278.0,306.0,268.0,286.0,268.0
img0016_slice_100,img0016,Distance_Transform,298,261,298.0,256.0,298.0,266.0,303.0,261.0,293.0,261.0,298.0,251.0,298.0,271.0,308.0,261.0,288.0,261.0
img0016_slice_101,img0016,Distance_Transform,300,263,300.0,258.0,300.0,268.0,305.0,263.0,295.0,263.0,300.0,253.0,300.0,273.0,310.0,263.0,290.0,263.0
img0016_slice_102,img0016,Distance_Transform,302,262,302.0,257.0,302.0,267.0,307.0,262.0,297.0,262.0,302.0,252.0,302.0,272.0,312.0,262.0,292.0,262.0
img0016_slice_103,img0016,Distance_Transform,303,261,303.0,256.0,303.0,266.0,308.0,261.0,298.0,261.0,303.0,251.0,303.0,271.0,313.0,261.0,293.0,261.0
img0016_slice_104,img0016,Distance_Transform,301,255,301.0,250.0,301.0,260.0,306.0,255.0,296.0,255.0,301.0,245.0,301.0,265.0,311.0,255.0,291.0,255.0
img0016_slice_105,img0016,Distance_Transform,297,256,297.0,251.0,297.0,261.0,302.0,256.0,292.0,256.0,297.0,246.0,297.0,266.0,307.0,256.0,287.0,256.0
img0016_slice_106,img0016,Distance_Transform,296,255,296.0,250.0,296.0,260.0,301.0,255.0,291.0,255.0,296.0,245.0,296.0,265.0,306.0,255.0,286.0,255.0
img0016_slice_107,img0016,Distance_Transform,295,259,295.0,254.0,295.0,264.0,300.0,259.0,290.0,259.0,295.0,249.0,295.0,269.0,305.0,259.0,285.0,259.0
img0016_slice_108,img0016,Distance_Transform,295,258,295.0,253.0,295.0,263.0,300.0,258.0,290.0,258.0,295.0,248.0,295.0,268.0,305.0,258.0,285.0,258.0
img0016_slice_109,img0016,Distance_Transform,293,267,293.0,262.0,293.0,272.0,298.0,267.0,288.0,267.0,293.0,257.0,293.0,277.0,303.0,267.0,283.0,267.0
img0016_slice_110,img0016,Distance_Transform,291,272,291.0,267.0,291.0,277.0,296.0,272.0,286.0,272.0,291.0,262.0,291.0,282.0,301.0,272.0,281.0,272.0
img0016_slice_111,img0016,CoM,260,291,260.0,286.0,260.0,296.0,265.0,291.0,,,,,260.0,301.0,270.0,291.0,,
img0016_slice_112,img0016,CoM,259,293,259.0,288.0,259.0,298.0,264.0,293.0,254.0,293.0,,,259.0,303.0,269.0,293.0,249.0,293.0
img0016_slice_113,img0016,CoM,258,293,258.0,288.0,258.0,298.0,263.0,293.0,253.0,293.0,258.0,283.0,258.0,303.0,268.0,293.0,248.0,293.0
img0016_slice_114,img0016,CoM,259,293,259.0,288.0,259.0,298.0,264.0,293.0,254.0,293.0,,,259.0,303.0,269.0,293.0,249.0,293.0
img0016_slice_115,img0016,CoM,252,297,252.0,292.0,252.0,302.0,257.0,297.0,247.0,297.0,252.0,287.0,252.0,307.0,262.0,297.0,242.0,297.0
img0016_slice_116,img0016,CoM,240,281,240.0,276.0,240.0,286.0,245.0,281.0,235.0,281.0,,,,,,,,
img0016_slice_117,img0016,CoM,242,281,242.0,276.0,242.0,286.0,247.0,281.0,237.0,281.0,,,,,252.0,281.0,,
img0016_slice_118,img0016,CoM,243,282,243.0,277.0,243.0,287.0,248.0,282.0,238.0,282.0,,,,,253.0,282.0,233.0,282.0
img0016_slice_119,img0016,CoM,245,282,245.0,277.0,245.0,287.0,250.0,282.0,240.0,282.0,,,,,,,235.0,282.0
img0016_slice_120,img0016,CoM,248,281,248.0,276.0,248.0,286.0,253.0,281.0,243.0,281.0,,,,,,,,
img0016_slice_121,img0016,CoM,250,281,250.0,276.0,250.0,286.0,255.0,281.0,245.0,281.0,,,,,,,,
img0016_slice_122,img0016,CoM,253,279,253.0,274.0,253.0,284.0,258.0,279.0,248.0,279.0,253.0,269.0,,,,,,
img0016_slice_123,img0016,CoM,257,279,257.0,274.0,257.0,284.0,262.0,279.0,252.0,279.0,,,,,,,,
img0024_slice_045,img0024,CoM,282,221,282.0,216.0,282.0,226.0,287.0,221.0,277.0,221.0,282.0,211.0,282.0,231.0,292.0,221.0,272.0,221.0
img0024_slice_046,img0024,CoM,284,221,284.0,216.0,284.0,226.0,289.0,221.0,279.0,221.0,284.0,211.0,284.0,231.0,294.0,221.0,274.0,221.0
img0024_slice_047,img0024,CoM,289,235,289.0,230.0,,,,,284.0,235.0,289.0,225.0,289.0,245.0,,,,
img0024_slice_048,img0024,CoM,291,237,291.0,232.0,,,,,286.0,237.0,291.0,227.0,291.0,247.0,,,,
img0024_slice_049,img0024,Distance_Transform,287,225,287.0,220.0,287.0,230.0,292.0,225.0,282.0,225.0,287.0,215.0,287.0,235.0,297.0,225.0,277.0,225.0
img0024_slice_050,img0024,CoM,297,232,297.0,227.0,297.0,237.0,302.0,232.0,292.0,232.0,297.0,222.0,297.0,242.0,,,287.0,232.0
